Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
5, 1, Settle New City running, TARGET 65:32
5, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
6, 29, Naval Superiority running, TARGET 87:27
6, 29, Naval Superiority, ,0, Not Ready, 
6, 29, Naval Superiority, No recruits to reach minimum, , , 
6, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
6, 30, Naval Superiority running, TARGET 77:34
6, 30, Naval Superiority, ,0, Not Ready, 
6, 30, Naval Superiority, No recruits to reach minimum, , , 
6, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 1, Settle New City, Started
7, 1, Settle New City running, TARGET 64:36
7, 1, Settle New City, ,0, Not Ready, 
7, 1, Naval Superiority running, TARGET 69:34
7, 1, Naval Superiority, ,0, Not Ready, 
7, 1, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
7, 1, Settle New City, Recruiting strength, , Enemy Str: 0 / 20.0, UNIT_WARRIOR
7, 1, Settle New City, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
7, 1, Settle New City, No recruits to reach minimum, , , 
7, 1, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 1, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 1, Settle New City, Operation Move, UNIT_SETTLER, 64:32, 64:32, 64:32
7, 1, Settle New City, Operation Move, UNIT_SETTLER, 64:32, 64:36, 64:32
7, 1, Naval Superiority, No recruits to reach minimum, , , 
7, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 2, Settle New City running, TARGET 64:24
7, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
7, 2, Naval Superiority running, TARGET 61:23
7, 2, Naval Superiority, ,0, Not Ready, 
7, 2, Barb Camp Tech Boost running, TARGET 66:26
7, Barb Camp Tech Boost, 2, , Battle line, 63:25, 0 endangered
7, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
7, 2, Settle New City, No recruits to reach minimum, , , 
7, 2, Settle New City, No recruits to match strength, , Enemy Str: 25 / 20.0, 
7, 2, Settle New City, No recruits to reach minimum, , , 
7, 2, Settle New City, No recruits to match strength, , Enemy Str: 25 / 20.0, 
7, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 2, Settle New City, Operation Move, UNIT_SETTLER, 61:20, 60:21, 60:21
7, 2, Settle New City, Operation Move, UNIT_WARRIOR, 60:21, 60:21, 60:21
7, 2, Settle New City, Operation Move, UNIT_WARRIOR, 60:19, 61:21, 61:21
7, 2, Settle New City, Operation Move, UNIT_WARRIOR, 61:19, 60:22, 61:20
7, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
7, 2, Barb Camp Tech Boost, Recruiting strength, , Enemy Str: 25 / 20.0, UNIT_SLINGER
7, Barb Camp Tech Boost, 2, , Battle line, 63:25, 0 endangered
7, 2, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
7, 2, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 66:26
7, 2, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 65:25, Move 65:25, Attack 66:26
7, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 58:25, Move -9999:-9999, Arrive 58:25
7, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_SLINGER, At 61:22, Move -9999:-9999, Arrive 61:22
7, 2, Barb Camp Tech Boost, Attack Target Range Attack, UNIT_SLINGER, At 61:22
7, 2, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 59:26
7, 2, Naval Superiority, No recruits to reach minimum, , , 
7, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 3, Settle New City, Started
7, 3, Settle New City running, TARGET 12:27
7, 3, Settle New City, ,0, Not Ready, 
7, 3, Naval Superiority running, TARGET 9:26
7, 3, Naval Superiority, ,0, Not Ready, 
7, 3, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
7, 3, Settle New City, Recruiting strength, , Enemy Str: 0 / 20.0, UNIT_WARRIOR
7, 3, Settle New City, No recruits to reach minimum, , , 
7, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 3, Settle New City, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
7, 3, Settle New City, No recruits to reach minimum, , , 
7, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 3, Settle New City, No recruits to reach minimum, , , 
7, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 3, Settle New City, Operation Move, UNIT_SETTLER, 10:23, 10:23, 10:23
7, 3, Settle New City, Operation Move, UNIT_SETTLER, 10:23, 12:27, 10:23
7, 3, Naval Superiority, No recruits to reach minimum, , , 
7, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 4, Settle New City running, TARGET 63:10
7, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
7, 4, Naval Superiority running, TARGET 65:9
7, 4, Naval Superiority, ,0, Not Ready, 
7, 4, Settle New City, No recruits to reach minimum, , , 
7, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 4, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 4, Settle New City, Operation Move, UNIT_SETTLER, 66:10, 63:10, 66:10
7, 4, Settle New City, Operation Move, UNIT_WARRIOR, 66:10, 63:10, 66:10
7, 4, Naval Superiority, No recruits to reach minimum, , , 
7, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 5, Settle New City running, TARGET 20:23
7, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
7, 5, Settle New City, No recruits to reach minimum, , , 
7, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 5, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 5, Settle New City, Operation Move, UNIT_SETTLER, 24:24, 20:23, 24:24
7, 5, Settle New City, Operation Move, UNIT_WARRIOR, 24:24, 20:23, 24:24
7, 6, Settle New City running, TARGET 22:45
7, Settle New City, 6, , Battle line, 20:42, 0 endangered
7, 6, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
7, 6, Settle New City, No recruits to reach minimum, , , 
7, 6, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 6, Settle New City, No recruits to reach minimum, , , 
7, 6, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 6, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 6, Settle New City, Operation Move, UNIT_WARRIOR, 22:44, 22:44, 22:44
7, 6, Settle New City, Operation Move, UNIT_SETTLER, 17:42, 22:45, 18:44
7, 7, Barb Camp Tech Boost, Started
7, 7, Barb Camp Tech Boost running, TARGET -9999:-9999
7, 7, Barb Camp Tech Boost, ,0, Not Ready, 
7, 7, Settle New City running, TARGET 43:44
7, Settle New City, 7, , Battle line, 41:49, 0 endangered
7, 7, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
7, 7, Settle New City, No recruits to reach minimum, , , 
7, 7, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 7, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 7, Settle New City, Operation Move, UNIT_SETTLER, 42:48, 43:44, 43:46
7, 7, Settle New City, Operation Move, UNIT_WARRIOR, 43:46, 43:44, 43:46
7, 7, Barb Camp Tech Boost, Operation Change Target INVALID, No backup
7, 7, Barb Camp Tech Boost, Operation complete
7, 8, Settle New City, Started
7, 8, Settle New City running, TARGET 39:12
7, 8, Settle New City, ,0, Not Ready, 
7, 8, Naval Superiority running, TARGET 33:17
7, 8, Naval Superiority, ,0, Not Ready, 
7, 8, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
7, 8, Settle New City, Recruiting strength, , Enemy Str: 0 / 20.0, UNIT_WARRIOR
7, 8, Settle New City, No recruits to reach minimum, , , 
7, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 8, Settle New City, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
7, 8, Settle New City, No recruits to reach minimum, , , 
7, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 8, Settle New City, No recruits to reach minimum, , , 
7, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 8, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 8, Settle New City, Operation Move, UNIT_SETTLER, 38:16, 38:16, 38:16
7, 8, Settle New City, Operation Move, UNIT_WARRIOR, 38:16, 38:16, 38:16
7, 8, Settle New City, Operation Move, UNIT_SETTLER, 38:16, 39:12, 38:16
7, 8, Settle New City, Operation Move, UNIT_WARRIOR, 38:16, 39:12, 38:16
7, 8, Naval Superiority, No recruits to reach minimum, , , 
7, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 9, Settle New City running, TARGET 81:37
7, 9, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
7, 9, Settle New City, No recruits to reach minimum, , , 
7, 9, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
7, 9, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 9, Settle New City, Operation Move, UNIT_SETTLER, 83:38, 81:37, 81:37
7, 9, Settle New City, Operation Move, UNIT_WARRIOR, 81:37, 81:37, 81:37
7, 10, Naval Superiority running, TARGET 14:50
7, 10, Naval Superiority, ,0, Not Ready, 
7, 10, Naval Superiority, No recruits to reach minimum, , , 
7, 10, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 11, Naval Superiority running, TARGET 83:17
7, 11, Naval Superiority, ,0, Not Ready, 
7, 11, Naval Superiority, No recruits to reach minimum, , , 
7, 11, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 13, Naval Superiority running, TARGET 29:45
7, 13, Naval Superiority, ,0, Not Ready, 
7, 13, Naval Superiority, No recruits to reach minimum, , , 
7, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 14, Naval Superiority running, TARGET 79:26
7, 14, Naval Superiority, ,0, Not Ready, 
7, 14, Naval Superiority, No recruits to reach minimum, , , 
7, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 15, Naval Superiority running, TARGET 66:18
7, 15, Naval Superiority, ,0, Not Ready, 
7, 15, Naval Superiority, No recruits to reach minimum, , , 
7, 15, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 17, Naval Superiority running, TARGET 95:22
7, 17, Naval Superiority, ,0, Not Ready, 
7, 17, Naval Superiority, No recruits to reach minimum, , , 
7, 17, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 18, Naval Superiority running, TARGET 28:18
7, 18, Naval Superiority, ,0, Not Ready, 
7, 18, Naval Superiority, No recruits to reach minimum, , , 
7, 18, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 19, Naval Superiority running, TARGET 18:23
7, 19, Naval Superiority, ,0, Not Ready, 
7, 19, Naval Superiority, No recruits to reach minimum, , , 
7, 19, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 20, Naval Superiority running, TARGET 51:30
7, 20, Naval Superiority, ,0, Not Ready, 
7, 20, Naval Superiority, No recruits to reach minimum, , , 
7, 20, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 21, Naval Superiority running, TARGET 94:41
7, 21, Naval Superiority, ,0, Not Ready, 
7, 21, Naval Superiority, No recruits to reach minimum, , , 
7, 21, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 22, Naval Superiority running, TARGET 41:35
7, 22, Naval Superiority, ,0, Not Ready, 
7, 22, Naval Superiority, No recruits to reach minimum, , , 
7, 22, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 23, Naval Superiority running, TARGET 78:43
7, 23, Naval Superiority, ,0, Not Ready, 
7, 23, Naval Superiority, No recruits to reach minimum, , , 
7, 23, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 25, Naval Superiority running, TARGET 37:7
7, 25, Naval Superiority, ,0, Not Ready, 
7, 25, Naval Superiority, No recruits to reach minimum, , , 
7, 25, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 26, Naval Superiority running, TARGET 76:40
7, 26, Naval Superiority, ,0, Not Ready, 
7, 26, Naval Superiority, No recruits to reach minimum, , , 
7, 26, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 27, Naval Superiority running, TARGET 14:32
7, 27, Naval Superiority, ,0, Not Ready, 
7, 27, Naval Superiority, No recruits to reach minimum, , , 
7, 27, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 28, Naval Superiority running, TARGET 47:42
7, 28, Naval Superiority, ,0, Not Ready, 
7, 28, Naval Superiority, No recruits to reach minimum, , , 
7, 28, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 29, Naval Superiority running, TARGET 87:27
7, 29, Naval Superiority, ,0, Not Ready, 
7, 29, Naval Superiority, No recruits to reach minimum, , , 
7, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
7, 30, Naval Superiority running, TARGET 77:34
7, 30, Naval Superiority, ,0, Not Ready, 
7, 30, Naval Superiority, No recruits to reach minimum, , , 
7, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 1, Settle New City running, TARGET 64:36
8, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
8, 1, Naval Superiority running, TARGET 69:34
8, 1, Naval Superiority, ,0, Not Ready, 
8, 1, Settle New City, No recruits to reach minimum, , , 
8, 1, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
8, 1, Settle New City, No recruits to reach minimum, , , 
8, 1, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
8, 1, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 1, Settle New City, Operation Move, UNIT_SETTLER, 64:32, 64:36, 63:33
8, 1, Settle New City, Operation Move, UNIT_WARRIOR, 63:33, 64:36, 63:33
8, 1, Naval Superiority, No recruits to reach minimum, , , 
8, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 2, Settle New City running, TARGET 64:24
8, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
8, 2, Naval Superiority running, TARGET 61:23
8, 2, Naval Superiority, ,0, Not Ready, 
8, 2, Barb Camp Tech Boost running, TARGET 66:26
8, Barb Camp Tech Boost, 2, , Battle line, 63:24, 0 endangered
8, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; 
8, 2, Settle New City, No recruits to reach minimum, , , 
8, 2, Settle New City, No recruits to match strength, , Enemy Str: 33 / 20.0, 
8, 2, Settle New City, No recruits to reach minimum, , , 
8, 2, Settle New City, No recruits to match strength, , Enemy Str: 33 / 20.0, 
8, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 2, Settle New City, No recruits to reach minimum, , , 
8, 2, Settle New City, No recruits to match strength, , Enemy Str: 33 / 20.0, 
8, 2, Settle New City, No recruits to reach minimum, , , 
8, 2, Settle New City, No recruits to match strength, , Enemy Str: 33 / 20.0, 
8, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 2, Settle New City, Operation Move, UNIT_SETTLER, 60:21, 60:21, 60:21
8, 2, Settle New City, Operation Move, UNIT_WARRIOR, 60:21, 60:21, 60:21
8, 2, Settle New City, Operation Move, UNIT_WARRIOR, 61:21, 61:21, 61:21
8, 2, Settle New City, Operation Move, UNIT_WARRIOR, 61:20, 62:22, 62:22
8, 2, Settle New City, Operation Move, UNIT_WARRIOR, 61:21, 63:24, 61:21
8, 2, Settle New City, Operation Move, UNIT_SETTLER, 60:21, 64:24, 61:19
8, 2, Settle New City, Operation Move, UNIT_WARRIOR, 61:19, 64:24, 61:19
8, Barb Camp Tech Boost, 2, , Battle line, 63:24, 0 endangered
8, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
8, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 33 / 20.0, 
8, Barb Camp Tech Boost, 2, , Battle line, 63:24, 0 endangered
8, 2, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 2, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 66:25
8, 2, Barb Camp Tech Boost, Op Attack Units Targets, Target 1, Owner 63, UNIT_SPEARMAN, 66:26
8, 2, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 65:25, Move 65:25, Attack 66:25
8, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 59:26, Move -9999:-9999, Arrive 59:26
8, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_SLINGER, At 61:22, Move -9999:-9999, Arrive 61:22
8, 2, Barb Camp Tech Boost, Attack Target Range Attack, UNIT_SLINGER, At 61:22
8, 2, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 59:27
8, 2, Naval Superiority, No recruits to reach minimum, , , 
8, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 3, Settle New City running, TARGET 12:27
8, 3, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
8, 3, Naval Superiority running, TARGET 9:26
8, 3, Naval Superiority, ,0, Not Ready, 
8, 3, Settle New City, No recruits to reach minimum, , , 
8, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
8, 3, Settle New City, No recruits to reach minimum, , , 
8, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
8, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 3, Settle New City, Operation Move, UNIT_SETTLER, 10:23, 12:27, 11:24
8, 3, Settle New City, Operation Move, UNIT_WARRIOR, 11:24, 12:27, 11:24
8, 3, Naval Superiority, No recruits to reach minimum, , , 
8, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 4, Settle New City running, TARGET 63:10
8, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
8, 4, Naval Superiority running, TARGET 65:9
8, 4, Naval Superiority, ,0, Not Ready, 
8, 4, Settle New City, No recruits to reach minimum, , , 
8, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
8, 4, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 4, Settle New City, Operation Move, UNIT_SETTLER, 66:10, 63:10, 66:10
8, 4, Settle New City, Operation Move, UNIT_WARRIOR, 66:10, 63:10, 66:10
8, 4, Naval Superiority, No recruits to reach minimum, , , 
8, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
8, 5, Settle New City running, TARGET 20:23
8, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
8, 5, Settle New City, No recruits to reach minimum, , , 
8, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
