,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND
UNIT_FIGHTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.67, 104.00, 52.00, 100.00, 52.00, 52.00, 54.00, 54.00, 52.00, 70.67, 52.00, 35.33, 27.00, 100.00, 70.67, 44.00, 44.00, 52.00, 22.00, 21.00, 26.00, 26.00, 18.67, 30.57, 27.00, 19.96, 29.00, 100.00, 35.33, 27.00, 18.67, 100.00, 4.71, 25.44, 9.14, 1.96, 1.28, 11.09, 11.09, 25.44, 10.75, 1.00, 0.68, 2.01, 100.00, 11.09, 29.00, 4.34, 9.35, 4.54, 8.51, 5.82, 100.00, 0.45, 1.59, 0.53, 12.07, 5.28, 104.00, 21.00, 35.33, 42.00, 52.00, 104.00, 102.00, 104.00, 17.98, 70.67, 18.67, 14.50, 17.67, 34.33, 70.67, 42.00, 204.00, 35.33, 52.00, 27.00, 35.33, 52.00, 104.00, 26.00, 102.00, 37.33, 32.57, 14.50, 100.00, 44.00, 100.00, 52.00, 68.67, 30.57, 0.98, 100.00
UNIT_AMERICAN_P51, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.67, 104.00, 52.00, 100.00, 52.00, 52.00, 54.00, 54.00, 52.00, 70.67, 52.00, 35.33, 27.00, 100.00, 70.67, 44.00, 44.00, 52.00, 22.00, 21.00, 26.00, 26.00, 18.67, 30.57, 27.00, 19.96, 29.00, 100.00, 35.33, 27.00, 18.67, 100.00, 7.09, 25.83, 9.14, 2.62, 1.73, 11.09, 11.09, 25.83, 11.89, 1.48, 1.00, 3.21, 100.00, 11.09, 29.00, 5.07, 10.35, 5.51, 9.46, 6.00, 100.00, 0.68, 1.66, 0.72, 13.35, 5.88, 104.00, 21.00, 35.33, 42.00, 52.00, 104.00, 102.00, 104.00, 17.98, 70.67, 18.67, 14.50, 17.67, 34.33, 70.67, 42.00, 204.00, 35.33, 52.00, 27.00, 35.33, 52.00, 104.00, 26.00, 102.00, 37.33, 32.57, 14.50, 100.00, 44.00, 100.00, 52.00, 68.67, 30.57, 1.18, 100.00
UNIT_BOMBER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 56.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 106.00, 110.00, 55.00, 106.00, 53.00, 72.67, 72.67, 72.67, 72.67, 38.33, 76.67, 76.67, 100.00, 76.67, 60.00, 56.00, 36.33, 50.00, 60.00, 30.00, 100.00, 36.33, 30.00, 38.57, 35.00, 34.57, 50.00, 34.57, 25.00, 17.50, 100.00, 50.00, 31.74, 31.74, 31.00, 16.11, 14.11, 15.50, 15.50, 14.09, 17.98, 12.48, 14.40, 18.94, 100.00, 19.96, 12.48, 12.09, 100.00, 1.44, 13.93, 9.00, 3.45, 2.37, 8.00, 8.00, 13.93, 6.02, 0.50, 0.31, 1.00, 100.00, 9.00, 16.84, 5.68, 5.36, 6.14, 4.50, 3.90, 100.00, 0.18, 0.46, 1.10, 6.02, 3.41, 76.67, 13.11, 21.67, 27.80, 36.33, 60.00, 56.00, 76.67, 11.84, 50.00, 14.09, 10.14, 12.09, 23.00, 43.33, 27.80, 106.00, 19.96, 32.57, 14.26, 23.00, 34.57, 60.00, 15.50, 72.67, 25.36, 17.21, 10.14, 100.00, 31.74, 100.00, 36.33, 37.33, 17.21, 1.09, 100.00
UNIT_ANTIAIR_GUN, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_MACHINE_GUN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.67, 42.00, 26.00, 40.00, 25.00, 25.00, 33.33, 33.33, 23.75, 17.67, 35.33, 30.57, 100.00, 35.33, 21.23, 19.30, 16.67, 18.16, 21.23, 21.00, 100.00, 16.67, 12.11, 11.04, 10.60, 9.60, 18.16, 9.60, 10.09, 6.88, 100.00, 16.52, 6.60, 6.60, 5.59, 11.00, 2.50, 3.59, 3.59, 4.00, 3.11, 2.16, 2.81, 3.21, 100.00, 2.56, 2.16, 3.88, 100.00, 0.38, 2.30, 2.47, 0.61, 0.30, 0.52, 0.52, 2.30, 0.78, 0.09, 0.09, 0.11, 100.00, 1.00, 1.77, 0.56, 0.66, 0.17, 0.52, 0.53, 100.00, 0.06, 0.08, 0.24, 0.78, 0.35, 30.57, 1.67, 7.14, 5.50, 6.25, 21.23, 19.30, 8.33, 1.85, 16.52, 1.97, 2.67, 1.16, 4.55, 13.27, 5.50, 40.00, 3.60, 10.07, 2.47, 9.09, 8.69, 21.23, 2.23, 23.75, 4.50, 2.66, 1.17, 100.00, 6.60, 100.00, 12.50, 12.92, 2.66, 0.05, 100.00
UNIT_AIRCRAFT_CARRIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 20.00, 20.00, 20.00, 12.50, 16.67, 16.67, 12.50, 14.29, 16.67, 14.29, 100.00, 16.67, 9.30, 9.30, 14.29, 7.27, 9.30, 6.67, 100.00, 9.09, 9.09, 3.87, 6.16, 3.87, 7.27, 3.87, 7.14, 5.88, 100.00, 6.42, 2.20, 2.20, 3.18, 2.15, 1.94, 2.86, 2.86, 1.80, 1.26, 0.88, 1.00, 1.00, 100.00, 1.44, 0.88, 2.44, 100.00, 0.15, 0.69, 0.46, 0.43, 0.22, 0.41, 0.41, 0.69, 0.31, 0.03, 0.03, 0.06, 100.00, 0.57, 1.00, 0.31, 0.26, 0.14, 0.21, 0.15, 100.00, 0.02, 0.04, 0.20, 0.31, 0.14, 14.29, 1.94, 4.35, 2.20, 11.11, 9.30, 9.30, 12.50, 0.59, 6.42, 2.44, 1.69, 1.29, 7.14, 4.71, 2.20, 20.00, 1.44, 4.07, 1.00, 9.09, 3.50, 9.30, 2.86, 12.50, 1.44, 1.07, 0.90, 100.00, 2.20, 100.00, 11.11, 5.23, 1.07, 0.02, 100.00
UNIT_DESTROYER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 33.33, 33.33, 33.33, 25.00, 33.33, 33.33, 25.00, 25.00, 33.33, 25.00, 100.00, 33.33, 20.00, 20.00, 25.00, 16.67, 20.00, 12.50, 100.00, 16.67, 16.67, 11.11, 15.15, 11.11, 16.67, 11.11, 14.29, 11.11, 100.00, 14.29, 7.27, 7.27, 10.78, 5.56, 5.26, 6.67, 6.67, 6.06, 4.07, 2.78, 3.22, 3.18, 100.00, 4.71, 2.78, 6.67, 100.00, 0.97, 2.20, 1.50, 1.94, 0.88, 1.29, 1.29, 2.20, 1.00, 0.23, 0.20, 0.18, 100.00, 1.80, 3.18, 1.00, 0.88, 0.45, 0.69, 0.59, 100.00, 0.10, 0.10, 0.79, 1.00, 0.45, 25.00, 5.26, 7.69, 7.27, 20.00, 20.00, 20.00, 25.00, 1.87, 14.29, 6.67, 5.39, 4.22, 14.29, 12.50, 7.27, 33.33, 4.71, 12.50, 3.18, 16.67, 11.11, 20.00, 6.67, 25.00, 4.71, 3.50, 2.87, 100.00, 7.27, 100.00, 20.00, 14.29, 3.50, 0.04, 100.00
UNIT_HELICOPTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 33.33, 33.33, 25.00, 25.00, 33.33, 33.33, 25.00, 20.00, 25.00, 25.00, 100.00, 25.00, 20.00, 20.00, 20.00, 16.67, 20.00, 20.00, 100.00, 16.67, 12.50, 12.50, 15.38, 12.50, 16.67, 12.50, 10.00, 7.69, 100.00, 13.33, 8.60, 8.60, 11.11, 8.33, 5.88, 6.67, 6.67, 4.55, 4.71, 3.18, 3.79, 3.87, 100.00, 5.46, 3.18, 5.00, 100.00, 0.48, 2.53, 2.63, 2.22, 1.02, 1.53, 1.53, 1.70, 1.14, 0.11, 0.10, 0.19, 100.00, 1.53, 3.87, 1.14, 1.00, 0.52, 0.79, 1.07, 100.00, 0.05, 0.11, 0.91, 0.78, 0.54, 25.00, 5.88, 12.50, 8.60, 16.67, 20.00, 20.00, 25.00, 2.14, 13.33, 5.00, 4.17, 4.55, 10.00, 14.29, 8.60, 33.33, 5.46, 12.50, 3.87, 11.11, 12.50, 20.00, 6.67, 25.00, 5.46, 2.76, 2.54, 100.00, 5.76, 100.00, 14.29, 14.29, 4.07, 0.05, 100.00
UNIT_NUCLEAR_SUBMARINE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 40.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.67, 101.00, 66.67, 100.00, 50.00, 66.67, 66.67, 50.00, 51.00, 68.67, 52.00, 100.00, 68.67, 42.00, 40.00, 50.00, 35.33, 42.00, 21.00, 100.00, 33.33, 34.33, 24.22, 23.86, 22.22, 35.33, 22.22, 34.33, 21.00, 100.00, 30.57, 17.86, 17.86, 21.89, 10.09, 9.09, 11.11, 11.11, 15.29, 9.00, 6.17, 6.65, 8.26, 100.00, 10.43, 6.17, 14.29, 100.00, 1.06, 5.88, 3.47, 4.00, 1.80, 2.64, 2.64, 5.88, 2.20, 0.22, 0.18, 0.16, 100.00, 5.74, 7.06, 2.20, 1.94, 1.00, 1.53, 1.00, 100.00, 0.09, 0.13, 1.50, 2.20, 1.02, 52.00, 9.09, 12.50, 16.09, 50.00, 42.00, 40.00, 50.00, 4.47, 30.57, 14.29, 11.11, 7.14, 33.33, 27.00, 16.09, 66.67, 10.43, 25.00, 7.06, 33.33, 22.22, 42.00, 11.11, 50.00, 11.89, 7.75, 8.89, 100.00, 17.86, 100.00, 50.00, 28.57, 7.75, 0.09, 100.00
UNIT_MECHANIZED_INFANTRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 50.00, 33.33, 50.00, 25.00, 33.33, 33.33, 33.33, 33.33, 20.00, 40.00, 33.33, 100.00, 40.00, 25.00, 25.00, 20.00, 20.00, 25.00, 20.00, 100.00, 20.00, 14.29, 14.29, 18.18, 14.29, 20.00, 14.29, 12.50, 9.09, 100.00, 22.22, 10.78, 10.78, 12.50, 9.09, 6.67, 7.69, 7.69, 5.26, 6.17, 4.07, 4.86, 4.71, 100.00, 7.27, 4.07, 5.88, 100.00, 0.59, 3.18, 3.33, 1.59, 0.83, 1.94, 1.94, 4.79, 1.44, 0.12, 0.11, 0.22, 100.00, 1.94, 4.71, 1.44, 1.26, 0.65, 1.00, 0.88, 100.00, 0.06, 0.11, 0.75, 2.14, 0.69, 33.33, 6.67, 14.29, 10.78, 20.00, 25.00, 25.00, 33.33, 2.76, 22.22, 5.88, 4.55, 5.26, 12.50, 16.67, 10.78, 50.00, 7.27, 14.29, 4.71, 14.29, 14.29, 25.00, 7.69, 33.33, 7.27, 7.64, 3.20, 100.00, 13.13, 100.00, 20.00, 16.67, 5.23, 0.05, 100.00
UNIT_ROCKET_ARTILLERY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.67, 52.00, 34.33, 52.00, 34.33, 35.33, 42.00, 42.00, 35.33, 21.00, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 20.00, 23.86, 27.00, 26.00, 100.00, 21.00, 13.50, 14.60, 13.52, 12.92, 23.86, 12.92, 12.11, 8.14, 100.00, 21.23, 8.81, 8.81, 11.86, 12.11, 5.88, 7.14, 7.14, 5.40, 4.41, 2.96, 3.74, 4.30, 100.00, 7.20, 2.96, 6.00, 100.00, 0.97, 3.08, 3.26, 3.33, 1.82, 3.66, 3.66, 3.08, 1.09, 0.17, 0.17, 0.26, 100.00, 1.89, 6.65, 1.68, 0.94, 1.00, 1.14, 1.00, 100.00, 0.13, 0.13, 0.82, 1.57, 0.50, 35.33, 5.88, 17.67, 7.53, 17.67, 27.00, 25.00, 35.33, 2.46, 21.23, 6.00, 4.50, 5.00, 11.11, 18.16, 7.53, 52.00, 5.25, 14.50, 3.44, 12.11, 12.38, 27.00, 7.14, 33.33, 6.30, 4.65, 3.05, 100.00, 8.81, 100.00, 17.67, 16.64, 3.75, 0.07, 100.00
UNIT_MOBILE_SAM, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_JET_FIGHTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 104.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 206.00, 103.00, 204.00, 102.00, 204.00, 204.00, 204.00, 204.00, 103.00, 206.00, 206.00, 100.00, 206.00, 106.00, 104.00, 102.00, 106.00, 106.00, 53.00, 100.00, 102.00, 53.00, 72.67, 72.67, 70.67, 106.00, 70.67, 53.00, 36.33, 100.00, 106.00, 72.67, 72.67, 70.67, 36.33, 35.33, 35.33, 35.33, 28.00, 42.00, 35.33, 31.00, 46.00, 100.00, 52.00, 35.33, 27.00, 100.00, 12.72, 39.33, 14.11, 3.96, 2.62, 14.50, 14.50, 39.33, 25.44, 2.20, 1.48, 5.59, 100.00, 15.50, 44.00, 10.35, 21.60, 10.76, 17.75, 7.88, 100.00, 1.00, 2.59, 1.03, 25.44, 12.07, 206.00, 34.33, 53.00, 70.67, 102.00, 106.00, 104.00, 206.00, 31.00, 106.00, 28.00, 22.00, 27.00, 52.00, 106.00, 70.67, 204.00, 52.00, 68.67, 42.00, 52.00, 70.67, 106.00, 35.33, 204.00, 56.00, 44.00, 22.00, 100.00, 72.67, 100.00, 102.00, 102.00, 44.00, 1.80, 100.00
UNIT_JET_BOMBER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 76.67, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 210.00, 114.00, 57.00, 110.00, 55.00, 76.67, 110.00, 110.00, 76.67, 57.00, 114.00, 80.67, 100.00, 114.00, 64.00, 58.00, 54.00, 64.00, 64.00, 40.33, 100.00, 55.00, 40.33, 47.33, 47.33, 41.33, 64.00, 41.33, 32.00, 23.67, 100.00, 64.00, 39.00, 39.00, 41.33, 19.50, 16.50, 20.67, 20.67, 18.11, 24.70, 19.72, 19.84, 28.96, 100.00, 27.80, 19.72, 16.11, 100.00, 2.42, 23.48, 12.00, 7.13, 4.98, 10.88, 10.88, 23.48, 10.62, 0.63, 0.60, 2.16, 100.00, 12.88, 25.36, 10.50, 9.31, 8.00, 8.73, 7.78, 100.00, 0.39, 1.00, 2.30, 11.80, 5.87, 80.67, 15.50, 27.00, 33.00, 38.33, 64.00, 58.00, 80.67, 18.83, 64.00, 18.11, 14.09, 15.11, 29.00, 54.00, 33.00, 110.00, 27.80, 39.33, 21.76, 30.00, 41.33, 64.00, 20.67, 74.67, 35.68, 25.79, 14.09, 100.00, 39.00, 100.00, 38.33, 46.00, 23.96, 2.15, 100.00
UNIT_MISSILE_CRUISER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.67, 52.00, 51.00, 52.00, 51.00, 35.33, 42.00, 42.00, 35.33, 34.33, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 33.33, 23.86, 27.00, 13.50, 100.00, 21.00, 26.00, 14.86, 13.52, 13.15, 23.86, 13.15, 21.00, 15.29, 100.00, 21.23, 10.39, 10.39, 11.86, 6.88, 5.88, 7.14, 7.14, 11.00, 5.23, 3.52, 4.61, 5.10, 100.00, 6.20, 3.52, 11.00, 100.00, 17.00, 3.64, 2.62, 2.67, 1.23, 2.49, 2.49, 3.64, 1.27, 1.89, 1.39, 0.91, 100.00, 4.13, 5.10, 1.27, 1.10, 0.67, 1.34, 1.22, 100.00, 0.97, 0.44, 1.00, 1.83, 0.59, 35.33, 5.88, 10.09, 8.88, 34.33, 27.00, 25.00, 35.33, 2.99, 21.23, 11.00, 8.69, 5.00, 20.00, 18.16, 8.88, 52.00, 6.20, 14.50, 4.08, 21.00, 12.92, 27.00, 7.14, 33.33, 7.44, 5.48, 6.95, 100.00, 10.39, 100.00, 34.33, 16.64, 4.42, 0.08, 100.00
UNIT_MODERN_AT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 28.57, 25.00, 40.00, 33.33, 25.00, 33.33, 33.33, 25.00, 20.00, 33.33, 28.57, 100.00, 33.33, 15.38, 22.22, 20.00, 13.13, 15.38, 16.67, 100.00, 16.67, 12.50, 7.77, 9.22, 13.33, 20.00, 13.33, 10.00, 7.69, 100.00, 14.29, 4.79, 4.79, 10.78, 7.69, 5.26, 6.67, 6.67, 4.22, 6.04, 4.13, 2.23, 2.14, 100.00, 4.71, 4.13, 4.55, 100.00, 0.42, 1.48, 2.28, 1.17, 0.61, 1.29, 1.29, 2.20, 1.48, 0.08, 0.07, 0.17, 100.00, 1.29, 3.18, 1.00, 1.28, 0.45, 0.47, 0.64, 100.00, 0.04, 0.08, 0.55, 1.00, 0.68, 20.00, 5.26, 11.11, 9.47, 14.29, 15.38, 22.22, 20.00, 1.28, 14.29, 4.55, 3.73, 4.22, 11.11, 9.47, 9.47, 33.33, 7.09, 14.29, 4.79, 11.11, 13.33, 15.38, 6.67, 25.00, 3.24, 3.50, 2.13, 100.00, 7.27, 100.00, 14.29, 16.67, 5.15, 0.04, 100.00
UNIT_MODERN_ARMOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 50.00, 33.33, 33.33, 50.00, 50.00, 33.33, 25.00, 40.00, 33.33, 100.00, 40.00, 25.00, 25.00, 25.00, 25.00, 25.00, 25.00, 100.00, 25.00, 20.00, 16.67, 22.22, 16.67, 25.00, 16.67, 14.29, 11.11, 100.00, 18.18, 12.50, 12.50, 16.67, 11.11, 7.69, 10.00, 10.00, 6.67, 9.00, 6.17, 6.16, 7.27, 100.00, 10.78, 6.17, 7.14, 100.00, 0.83, 4.71, 5.11, 4.22, 1.94, 2.86, 2.86, 3.24, 2.20, 0.19, 0.17, 0.29, 100.00, 2.86, 7.27, 2.20, 1.86, 0.98, 1.44, 2.00, 100.00, 0.08, 0.17, 1.69, 1.48, 1.00, 33.33, 7.69, 16.67, 12.50, 20.00, 25.00, 25.00, 33.33, 4.13, 18.18, 7.14, 5.88, 6.67, 14.29, 20.00, 12.50, 50.00, 10.78, 16.67, 7.27, 16.67, 16.67, 25.00, 10.00, 33.33, 10.78, 5.15, 4.85, 100.00, 9.47, 100.00, 20.00, 20.00, 7.55, 0.06, 100.00
